dataset,model,n_features,seed,library,approximator,budget,method,runtime_s,n_model_evals,relative_mae,mean_abs_diff,sign_agreement,mean_sample_rho,relative_additivity_gap
ames_housing,decision_tree,12,7,shapiq,kernel,128.0,shapiq / kernel,0.4846,128101.0,0.21785299546501208,1643.5181812683752,0.8916666666666667,0.9363636363636363,2.049177568403737e-09
ames_housing,decision_tree,12,7,shapiq,kernel,512.0,shapiq / kernel,0.6141,512101.0,0.08751247422158798,648.5856868937292,0.9,0.9643356643356643,2.3678639253683503e-09
ames_housing,decision_tree,12,7,shapiq,kernel,2048.0,shapiq / kernel,1.2964,2048101.0,0.03033624461810091,221.72280894187307,0.925,0.9867132867132868,2.404795130816202e-09
ames_housing,decision_tree,12,7,shapiq,permutation,128.0,shapiq / permutation,2.1129,123101.0,0.229961127017621,1666.9967302128407,0.925,0.9090909090909092,0.0
ames_housing,decision_tree,12,7,shapiq,permutation,512.0,shapiq / permutation,5.1138,508101.0,0.1360501878647451,999.3956746836842,0.9666666666666667,0.9776223776223777,0.0
ames_housing,decision_tree,12,7,shapiq,permutation,2048.0,shapiq / permutation,17.2449,2048101.0,0.06737391209754107,494.2229486345705,0.975,0.9860139860139862,2.334474117156223e-16
ames_housing,decision_tree,12,7,lightshap,kernel,128.0,lightshap / kernel,2.987,2774310.0,0.041843631915625956,306.21055862782674,0.925,0.9867132867132866,0.0
ames_housing,decision_tree,12,7,lightshap,kernel,512.0,lightshap / kernel,8.517,8003710.0,0.02664670648256525,194.71479774196573,0.9666666666666667,0.9951048951048953,0.0
ames_housing,decision_tree,12,7,lightshap,kernel,2048.0,lightshap / kernel,11.4876,10780110.0,0.02384910531202416,174.31525301874845,0.9666666666666667,0.9951048951048953,0.0
ames_housing,decision_tree,12,7,lightshap,permutation,128.0,lightshap / permutation,2.8304,2295710.0,0.035336446173767924,257.22137006711205,0.9833333333333333,0.9923076923076926,2.9180926464452786e-17
ames_housing,decision_tree,12,7,lightshap,permutation,512.0,lightshap / permutation,8.2324,6649910.0,0.025300142921435263,184.4494717518106,0.9916666666666667,0.9951048951048952,1.750855587867167e-16
ames_housing,decision_tree,12,7,lightshap,permutation,2048.0,lightshap / permutation,11.2488,8894510.0,0.02310062132637418,168.53401734623864,0.9916666666666667,0.9951048951048952,1.1672370585781114e-16
ames_housing,decision_tree,12,7,dalex,permutation,128.0,dalex / permutation,0.8878,144111.0,0.21239647392282995,1565.4720693121537,0.9576271186440678,0.9496503496503499,0.0
ames_housing,decision_tree,12,7,dalex,permutation,512.0,dalex / permutation,3.3644,560111.0,0.11572989127565668,853.443253716006,0.9833333333333333,0.9797202797202799,5.836185292890557e-17
ames_housing,decision_tree,12,7,dalex,permutation,2048.0,dalex / permutation,13.3325,2224111.0,0.058689611592864836,432.3610721456421,0.9916666666666667,0.9916083916083916,0.0
ames_housing,linear_regularized,12,7,shap,kernel,128.0,shap / kernel,0.046,128110.0,0.005635544432206993,38.45368224305074,0.99,0.99544811150879,2.439320672459909e-16
ames_housing,linear_regularized,12,7,shap,kernel,512.0,shap / kernel,0.1171,512110.0,0.0035522380397821273,24.24476705564992,1.0,0.9982502173821434,3.2524275632798795e-16
ames_housing,linear_regularized,12,7,shap,kernel,2048.0,shap / kernel,0.4652,2048110.0,0.0035522819964342706,24.24476705564955,1.0,0.9982502173821434,2.0327672270499248e-16
ames_housing,linear_regularized,12,7,shap,permutation,128.0,shap / permutation,0.0535,106076.0,8.244909816015354e-15,5.634350023579297e-11,1.0,1.0,5.122573412165811e-15
ames_housing,linear_regularized,12,7,shap,permutation,512.0,shap / permutation,0.1532,391970.0,7.25284254628877e-15,4.956397884707068e-11,1.0,1.0,5.163228756706808e-15
ames_housing,linear_regularized,12,7,shap,permutation,2048.0,shap / permutation,0.5912,1554038.0,7.191094998352424e-15,4.914201268135798e-11,1.0,1.0,5.244539445788806e-15
ames_housing,linear_regularized,12,7,shapiq,kernel,128.0,shapiq / kernel,0.5111,128101.0,1.351733358640339e-07,0.0009237383007323204,1.0,1.0,5.529126857575796e-15
ames_housing,linear_regularized,12,7,shapiq,kernel,512.0,shapiq / kernel,0.6249,512101.0,2.535742067813426e-07,0.0017328579685585875,1.0,1.0,5.407160823952801e-15
ames_housing,linear_regularized,12,7,shapiq,kernel,2048.0,shapiq / kernel,1.244,2048101.0,4.0434739576393845e-07,0.0027632014739251624,1.0,1.0,5.407160823952801e-15
ames_housing,linear_regularized,12,7,shapiq,permutation,128.0,shapiq / permutation,2.2519,123101.0,8.652412114729421e-15,5.912826154623e-11,1.0,1.0,1.2196603362299548e-15
ames_housing,linear_regularized,12,7,shapiq,permutation,512.0,shapiq / permutation,5.4405,508101.0,7.929487298556315e-15,5.418798743050957e-11,1.0,1.0,1.3416263698529505e-15
ames_housing,linear_regularized,12,7,shapiq,permutation,2048.0,shapiq / permutation,18.1839,2048101.0,8.102257178126252e-15,5.536865040530378e-11,1.0,1.0,1.6668691261809385e-15
ames_housing,linear_regularized,12,7,lightshap,kernel,128.0,lightshap / kernel,0.0487,44110.0,1.1512779462064193e-14,7.867524409732597e-11,1.0,1.0,4.06553445409985e-17
ames_housing,linear_regularized,12,7,lightshap,kernel,512.0,lightshap / kernel,0.0479,44110.0,1.1512779462064193e-14,7.867524409732597e-11,1.0,1.0,4.06553445409985e-17
ames_housing,linear_regularized,12,7,lightshap,kernel,2048.0,lightshap / kernel,0.0477,44110.0,1.1512779462064193e-14,7.867524409732597e-11,1.0,1.0,4.06553445409985e-17
ames_housing,linear_regularized,12,7,lightshap,permutation,128.0,lightshap / permutation,0.0676,60110.0,8.863868033677093e-15,6.057329452839136e-11,1.0,1.0,0.0
ames_housing,linear_regularized,12,7,lightshap,permutation,512.0,lightshap / permutation,0.0675,60110.0,8.863868033677093e-15,6.057329452839136e-11,1.0,1.0,0.0
ames_housing,linear_regularized,12,7,lightshap,permutation,2048.0,lightshap / permutation,0.0672,60110.0,8.863868033677093e-15,6.057329452839136e-11,1.0,1.0,0.0
ames_housing,linear_regularized,12,7,dalex,permutation,128.0,dalex / permutation,0.8601,144111.0,8.35594027075869e-15,5.710225255602571e-11,1.0,1.0,1.0163836135249623e-15
ames_housing,linear_regularized,12,7,dalex,permutation,512.0,dalex / permutation,3.2338,560111.0,8.282763507414825e-15,5.660218220053063e-11,1.0,1.0,1.0976943026069594e-15
ames_housing,linear_regularized,12,7,dalex,permutation,2048.0,dalex / permutation,13.0504,2224111.0,8.263291330281052e-15,5.646911456954248e-11,1.0,1.0,1.0976943026069594e-15
ames_housing,gradient_boosting,12,7,shap,kernel,128.0,shap / kernel,0.1345,128110.0,0.07203719520812489,467.5557540148984,0.97,0.9845899512495457,6.111778594847463e-17
ames_housing,gradient_boosting,12,7,shap,kernel,512.0,shap / kernel,0.3697,512110.0,0.028878581206187255,188.81666363042382,0.99,0.9863412674203917,0.0
ames_housing,gradient_boosting,12,7,shap,kernel,2048.0,shap / kernel,1.3402,2048110.0,0.011505994608529949,75.29507806261925,1.0,0.9943973218062825,6.111778594847463e-17
ames_housing,gradient_boosting,12,7,shap,permutation,128.0,shap / permutation,0.1608,106076.0,0.04471180766736376,293.8461436452291,0.9833333333333333,0.9888111888111888,5.347806270491532e-15
ames_housing,gradient_boosting,12,7,shap,permutation,512.0,shap / permutation,0.5627,391970.0,0.02253048886064486,147.7961221079815,0.9916666666666667,0.9923076923076923,5.164452912646107e-15
ames_housing,gradient_boosting,12,7,shap,permutation,2048.0,shap / permutation,2.2371,1554038.0,0.010129787812676663,66.45577047098469,1.0,0.9972027972027974,5.439482949414243e-15
ames_housing,gradient_boosting,12,7,shapiq,kernel,128.0,shapiq / kernel,1.5102,128101.0,0.14608239190290154,977.4375354098853,0.8666666666666667,0.9517482517482518,2.78534053895691e-09
ames_housing,gradient_boosting,12,7,shapiq,kernel,512.0,shapiq / kernel,1.8447,512101.0,0.06182927124388236,408.9862174787286,0.9333333333333333,0.988811188811189,2.891108779079046e-09
ames_housing,gradient_boosting,12,7,shapiq,kernel,2048.0,shapiq / kernel,3.2687,2048101.0,0.023480201332191055,154.19730250258206,0.9583333333333334,0.988811188811189,2.9353301558364566e-09
ames_housing,gradient_boosting,12,7,shapiq,permutation,128.0,shapiq / permutation,7.096,123101.0,0.09214535558711173,597.9788105866791,0.9916666666666667,0.976923076923077,3.6670671569084784e-16
ames_housing,gradient_boosting,12,7,shapiq,permutation,512.0,shapiq / permutation,16.9747,508101.0,0.06086064996228276,398.4147316073425,0.975,0.9923076923076923,4.2782450163932253e-16
ames_housing,gradient_boosting,12,7,shapiq,permutation,2048.0,shapiq / permutation,56.8204,2048101.0,0.0327526366545025,215.18354056412525,0.9916666666666667,0.995804195804196,4.583833946135601e-16
ames_housing,gradient_boosting,12,7,lightshap,kernel,128.0,lightshap / kernel,1.8027,851510.0,0.019551544609709048,128.40877828806296,0.975,0.9923076923076923,6.111778594847463e-17
ames_housing,gradient_boosting,12,7,lightshap,kernel,512.0,lightshap / kernel,1.8022,851510.0,0.019551544609709048,128.40877828806296,0.975,0.9923076923076923,6.111778594847463e-17
ames_housing,gradient_boosting,12,7,lightshap,kernel,2048.0,lightshap / kernel,1.886,851510.0,0.019551544609709048,128.40877828806296,0.975,0.9923076923076923,6.111778594847463e-17
ames_housing,gradient_boosting,12,7,lightshap,permutation,128.0,lightshap / permutation,1.7851,722510.0,0.015652745041654852,102.81027220131223,0.9833333333333333,0.9951048951048952,0.0
ames_housing,gradient_boosting,12,7,lightshap,permutation,512.0,lightshap / permutation,1.734,722510.0,0.015652745041654852,102.81027220131223,0.9833333333333333,0.9951048951048952,0.0
ames_housing,gradient_boosting,12,7,lightshap,permutation,2048.0,lightshap / permutation,1.7387,722510.0,0.015652745041654852,102.81027220131223,0.9833333333333333,0.9951048951048952,0.0
ames_housing,gradient_boosting,12,7,dalex,permutation,128.0,dalex / permutation,2.3273,144111.0,0.10679581450475609,702.5543089051739,0.95,0.983916083916084,3.972656086650852e-16
ames_housing,gradient_boosting,12,7,dalex,permutation,512.0,dalex / permutation,8.927,560111.0,0.0569634543044247,373.9785536264033,0.9916666666666667,0.9972027972027971,4.2782450163932253e-16
ames_housing,gradient_boosting,12,7,dalex,permutation,2048.0,dalex / permutation,35.4236,2224111.0,0.03301928354071177,216.58052471775946,0.9916666666666667,0.9986013986013986,3.972656086650852e-16
bike,random_forest,12,7,shap,kernel,128.0,shap / kernel,0.5959,128110.0,0.0798736608808731,1.279140095517295,0.97,0.971279948351117,6.361670495347388e-16
bike,random_forest,12,7,shap,kernel,512.0,shap / kernel,1.7082,512110.0,0.040657098210100745,0.6535059706345018,0.98,0.980737055673685,6.671995885364334e-16
bike,random_forest,12,7,shap,kernel,2048.0,shap / kernel,6.1132,2048110.0,0.018121638473927455,0.29090865255678733,1.0,0.9982502173821434,6.361670495347388e-16
bike,random_forest,12,7,shap,permutation,128.0,shap / permutation,0.8384,104299.0,0.07158605461271406,1.1538745363756386,0.9916666666666667,0.9916083916083916,3.056705091666916e-15
bike,random_forest,12,7,shap,permutation,512.0,shap / permutation,2.9796,385051.0,0.030279682357608764,0.4905856924603212,1.0,0.9972027972027974,3.025672552665221e-15
bike,random_forest,12,7,shap,permutation,2048.0,shap / permutation,11.7046,1527298.0,0.011931957551761069,0.1924616226484315,0.9916666666666667,1.0,3.041188822166069e-15
bike,random_forest,12,7,shapiq,kernel,128.0,shapiq / kernel,7.2802,128101.0,0.14129248246540463,2.325396435949345,0.875,0.9342657342657346,2.8186994511339302e-09
bike,random_forest,12,7,shapiq,kernel,512.0,shapiq / kernel,8.6605,512101.0,0.06442085194708061,1.0459449139603396,0.925,0.9727272727272729,3.174386375743752e-09
bike,random_forest,12,7,shapiq,kernel,2048.0,shapiq / kernel,14.0067,2048101.0,0.0200823832768514,0.3241287692325893,0.9833333333333333,0.9944055944055945,3.245157120527173e-09
bike,random_forest,12,7,shapiq,permutation,128.0,shapiq / permutation,34.0701,123101.0,0.11478781725755084,1.8711145434704213,0.9916666666666667,0.9832167832167833,2.0171150351101481e-16
bike,random_forest,12,7,shapiq,permutation,512.0,shapiq / permutation,82.0165,508101.0,0.06298332503415323,1.0208407876696513,0.9833333333333333,0.993006993006993,3.4135792901864044e-16
bike,random_forest,12,7,shapiq,permutation,2048.0,shapiq / permutation,272.2345,2048101.0,0.03009363373998434,0.48538135605477506,1.0,0.9986013986013986,4.3445554602372405e-16
bike,random_forest,12,7,lightshap,kernel,128.0,lightshap / kernel,7.9405,1075910.0,0.03448774287458109,0.5578436028150583,0.9333333333333333,0.9937062937062938,3.103253900169458e-17
bike,random_forest,12,7,lightshap,kernel,512.0,lightshap / kernel,8.5563,1159510.0,0.03356586756761949,0.5429507125895292,0.9333333333333333,0.9944055944055945,3.103253900169458e-17
bike,random_forest,12,7,lightshap,kernel,2048.0,lightshap / kernel,8.5851,1159510.0,0.03356586756761949,0.5429507125895292,0.9333333333333333,0.9944055944055945,3.103253900169458e-17
bike,random_forest,12,7,lightshap,permutation,128.0,lightshap / permutation,7.4417,900710.0,0.024165596785483082,0.39032644472606587,0.9916666666666667,0.9986013986013986,1.7067896450932022e-16
bike,random_forest,12,7,lightshap,permutation,512.0,lightshap / permutation,7.9872,967310.0,0.023573637177370144,0.3807268853826315,0.9916666666666667,0.9986013986013986,1.7067896450932022e-16
bike,random_forest,12,7,lightshap,permutation,2048.0,lightshap / permutation,8.0116,967310.0,0.023573637177370144,0.3807268853826315,0.9916666666666667,0.9986013986013986,1.7067896450932022e-16
bike,random_forest,12,7,dalex,permutation,128.0,dalex / permutation,10.7981,144111.0,0.16711300068639734,2.62754146855459,0.9666666666666667,0.9783216783216785,2.482603120135566e-16
bike,random_forest,12,7,dalex,permutation,512.0,dalex / permutation,41.3278,560111.0,0.04889491291785961,0.7893827709640604,0.9916666666666667,0.9895104895104897,2.327440425127093e-16
bike,random_forest,12,7,dalex,permutation,2048.0,dalex / permutation,163.0022,2224111.0,0.03812906732866211,0.615984820071011,1.0,0.9972027972027974,2.482603120135566e-16
bike,decision_tree,12,7,shap,kernel,128.0,shap / kernel,0.0518,128110.0,0.16410113010470417,3.2726517597900493,0.93,0.93205046612417,2.9483101068883824e-16
bike,decision_tree,12,7,shap,kernel,512.0,shap / kernel,0.1159,512110.0,0.07446650369562177,1.4737668895537483,0.97,0.94886310136429,3.832803138954897e-16
bike,decision_tree,12,7,shap,kernel,2048.0,shap / kernel,0.4513,2048110.0,0.02622735480911533,0.5173474804914102,0.98,0.9887931100595759,3.095725612232801e-16
bike,decision_tree,12,7,shap,permutation,128.0,shap / permutation,0.0476,104299.0,0.21118727294351747,4.2366767195767725,0.9416666666666667,0.9363636363636365,8.844930320665147e-17
bike,decision_tree,12,7,shap,permutation,512.0,shap / permutation,0.1636,385051.0,0.10035455279356492,1.985388756613735,0.9333333333333333,0.9664335664335665,1.7689860641330294e-16
bike,decision_tree,12,7,shap,permutation,2048.0,shap / permutation,0.6372,1527298.0,0.04829285194356776,0.9495907480893592,0.9916666666666667,0.9916083916083916,3.6853876336104784e-16
bike,decision_tree,12,7,shapiq,kernel,128.0,shapiq / kernel,0.4949,128101.0,0.2087518069288261,4.31606556563104,0.8666666666666667,0.8755244755244757,5.0347870234403125e-09
bike,decision_tree,12,7,shapiq,kernel,512.0,shapiq / kernel,0.6321,512101.0,0.09791457300805952,1.9552423376791082,0.8833333333333333,0.9692307692307693,5.454344656888955e-09
bike,decision_tree,12,7,shapiq,kernel,2048.0,shapiq / kernel,1.3101,2048101.0,0.03095611024598225,0.6138876249495887,0.9833333333333333,0.9881118881118883,5.633871504863942e-09
bike,decision_tree,12,7,shapiq,permutation,128.0,shapiq / permutation,2.1875,123101.0,0.2716409686366511,5.512843001443019,0.9166666666666666,0.8909090909090912,1.4741550534441913e-17
bike,decision_tree,12,7,shapiq,permutation,512.0,shapiq / permutation,5.28,508101.0,0.1328365776456588,2.6743416522889265,0.9583333333333334,0.9664335664335665,2.2112325801662867e-16
bike,decision_tree,12,7,shapiq,permutation,2048.0,shapiq / permutation,17.8449,2048101.0,0.051254446624036915,1.0175498890595585,0.9833333333333333,0.9860139860139864,4.717296171021412e-16
bike,decision_tree,12,7,lightshap,kernel,128.0,lightshap / kernel,2.9643,2662110.0,0.04176610830263003,0.825075256626406,0.925,0.9832167832167833,1.7689860641330294e-16
bike,decision_tree,12,7,lightshap,kernel,512.0,lightshap / kernel,9.5858,8476710.0,0.023316469257924823,0.4615023724433158,0.9833333333333333,0.9923076923076923,1.326739548099772e-16
bike,decision_tree,12,7,lightshap,kernel,2048.0,lightshap / kernel,11.03,9884710.0,0.022960785923705276,0.45425141034533034,0.9833333333333333,0.9944055944055943,1.326739548099772e-16
bike,decision_tree,12,7,lightshap,permutation,128.0,lightshap / permutation,2.8079,2200310.0,0.03379008132384555,0.667719582024033,0.9833333333333333,0.9951048951048953,2.0638170748218678e-16
bike,decision_tree,12,7,lightshap,permutation,512.0,lightshap / permutation,9.2019,6910910.0,0.024035453052791617,0.47713913407289393,0.9916666666666667,0.9986013986013986,4.2750496549881533e-16
bike,decision_tree,12,7,lightshap,permutation,2048.0,lightshap / permutation,10.4974,8097110.0,0.023207224521212478,0.46024500614457625,0.9916666666666667,0.9993006993006993,4.4224651603325724e-16
bike,decision_tree,12,7,dalex,permutation,128.0,dalex / permutation,0.9475,144111.0,0.3706185030652563,7.242487313612302,0.9166666666666666,0.9384615384615387,1.326739548099772e-16
bike,decision_tree,12,7,dalex,permutation,512.0,dalex / permutation,3.5765,560111.0,0.1262858103348484,2.543131833702452,0.9833333333333333,0.9811188811188811,1.179324042755353e-16
bike,decision_tree,12,7,dalex,permutation,2048.0,dalex / permutation,14.1711,2224111.0,0.0712173060414754,1.4160158590921483,0.9833333333333333,0.9937062937062937,8.844930320665147e-17
bike,linear_regularized,12,7,shap,kernel,128.0,shap / kernel,0.0474,128110.0,0.027986373679867026,0.5135166259353868,0.99,0.9947475850404517,1.116617807328613e-15
bike,linear_regularized,12,7,shap,kernel,512.0,shap / kernel,0.1163,512110.0,0.020821068735939734,0.3830788370912825,1.0,0.9968491644454668,9.554564743121125e-16
bike,linear_regularized,12,7,shap,kernel,2048.0,shap / kernel,0.4691,2048110.0,0.024371367435737753,0.44753962171812717,1.0,0.9968491644454668,1.0360371408203628e-15
bike,linear_regularized,12,7,shap,permutation,128.0,shap / permutation,0.0559,104299.0,2.6079182216561617e-15,4.831528695644257e-14,1.0,1.0,1.7037055204601525e-15
bike,linear_regularized,12,7,shap,permutation,512.0,shap / permutation,0.1609,385051.0,2.3404239838664762e-15,4.335958675438788e-14,1.0,1.0,1.5885902825912229e-15
bike,linear_regularized,12,7,shap,permutation,2048.0,shap / permutation,0.6173,1527298.0,2.7949859688986713e-15,5.1780975340864894e-14,1.0,1.0,2.037539710280047e-15
bike,linear_regularized,12,7,shapiq,kernel,128.0,shapiq / kernel,0.5344,128101.0,1.8274677649338218e-07,3.3856364923874037e-06,1.0,1.0,1.6231248539519016e-15
bike,linear_regularized,12,7,shapiq,kernel,512.0,shapiq / kernel,0.6672,512101.0,2.876112555716174e-07,5.328395431634531e-06,1.0,1.0,2.751254185067408e-15
bike,linear_regularized,12,7,shapiq,kernel,2048.0,shapiq / kernel,1.3565,2048101.0,5.435491698114109e-07,1.0069998786306778e-05,1.0,1.0,3.1081114224610883e-15
bike,linear_regularized,12,7,shapiq,permutation,128.0,shapiq / permutation,2.3766,123101.0,2.904901340332594e-15,5.3817309405198205e-14,1.0,1.0,3.1081114224610887e-16
bike,linear_regularized,12,7,shapiq,permutation,512.0,shapiq / permutation,5.733,508101.0,2.5420551432827325e-15,4.709508246344047e-14,1.0,1.0,2.87788094672323e-16
bike,linear_regularized,12,7,shapiq,permutation,2048.0,shapiq / permutation,19.1917,2048101.0,3.261567606798654e-15,6.042504459754146e-14,1.0,1.0,1.4504519971485078e-15
bike,linear_regularized,12,7,lightshap,kernel,128.0,lightshap / kernel,0.0532,44110.0,5.92204020783363e-15,1.0971397401693393e-13,1.0,1.0,1.151152378689292e-16
bike,linear_regularized,12,7,lightshap,kernel,512.0,lightshap / kernel,0.0521,44110.0,5.92204020783363e-15,1.0971397401693393e-13,1.0,1.0,1.151152378689292e-16
bike,linear_regularized,12,7,lightshap,kernel,2048.0,lightshap / kernel,0.052,44110.0,5.92204020783363e-15,1.0971397401693393e-13,1.0,1.0,1.151152378689292e-16
bike,linear_regularized,12,7,lightshap,permutation,128.0,lightshap / permutation,0.0732,60110.0,2.721666398522868e-15,5.0422629035059195e-14,1.0,1.0,5.75576189344646e-17
bike,linear_regularized,12,7,lightshap,permutation,512.0,lightshap / permutation,0.0735,60110.0,2.721666398522868e-15,5.0422629035059195e-14,1.0,1.0,5.75576189344646e-17
bike,linear_regularized,12,7,lightshap,permutation,2048.0,lightshap / permutation,0.0733,60110.0,2.721666398522868e-15,5.0422629035059195e-14,1.0,1.0,5.75576189344646e-17
bike,linear_regularized,12,7,dalex,permutation,128.0,dalex / permutation,0.9223,144111.0,2.725021663865083e-15,5.048478995961503e-14,1.0,1.0,2.647650470985371e-16
bike,linear_regularized,12,7,dalex,permutation,512.0,dalex / permutation,3.6969,560111.0,2.641171242080316e-15,4.89313450868778e-14,1.0,1.0,3.453457136067876e-16
bike,linear_regularized,12,7,dalex,permutation,2048.0,dalex / permutation,13.8547,2224111.0,2.5603327561608868e-15,4.7433700485951156e-14,1.0,1.0,2.5325352331164427e-16
bike,gradient_boosting,12,7,shap,kernel,128.0,shap / kernel,0.1273,128110.0,0.07172479828866016,1.3874438178497195,1.0,0.9765338968636547,1.6497418079545732e-16
bike,gradient_boosting,12,7,shap,kernel,512.0,shap / kernel,0.3244,512110.0,0.04617883973603551,0.8936528811307783,1.0,0.9929962688696058,2.2857868423466983e-16
bike,gradient_boosting,12,7,shap,kernel,2048.0,shap / kernel,1.1766,2048110.0,0.03616072839477525,0.6962052515596672,1.0,0.9971994276796359,3.2398543939348853e-16
bike,gradient_boosting,12,7,shap,permutation,128.0,shap / permutation,0.1528,104299.0,0.04935319953858185,0.9610405574708842,1.0,0.9916083916083916,1.965776684418161e-15
bike,gradient_boosting,12,7,shap,permutation,512.0,shap / permutation,0.5426,385051.0,0.025548803003508175,0.4985702817708246,1.0,0.9986013986013986,1.902172180978948e-15
bike,gradient_boosting,12,7,shap,permutation,2048.0,shap / permutation,2.1277,1527298.0,0.013177097458546599,0.25633346120109723,1.0,1.0,2.188392446455404e-15
bike,gradient_boosting,12,7,shapiq,kernel,128.0,shapiq / kernel,1.5544,128101.0,0.1331952678717024,2.6373763077770795,0.95,0.972727272727273,2.3265567665489063e-09
bike,gradient_boosting,12,7,shapiq,kernel,512.0,shapiq / kernel,1.8371,512101.0,0.05565744293344234,1.0899989363977467,0.9416666666666667,0.9888111888111888,2.638473219612552e-09
bike,gradient_boosting,12,7,shapiq,kernel,2048.0,shapiq / kernel,3.1586,2048101.0,0.01721403486193243,0.3350171392774481,0.9666666666666667,0.997902097902098,2.649601892864675e-09
bike,gradient_boosting,12,7,shapiq,permutation,128.0,shapiq / permutation,7.2821,123101.0,0.11709366082149322,2.3067969696504824,1.0,0.9902097902097904,5.187742311760768e-16
bike,gradient_boosting,12,7,shapiq,permutation,512.0,shapiq / permutation,17.3815,508101.0,0.06808834291411492,1.3319831951953571,1.0,0.9902097902097904,3.87589942832701e-16
bike,gradient_boosting,12,7,shapiq,permutation,2048.0,shapiq / permutation,57.7823,2048101.0,0.029892482496843717,0.5830645229190513,1.0,0.9986013986013986,4.1939219455230733e-16
bike,gradient_boosting,12,7,lightshap,kernel,128.0,lightshap / kernel,1.7955,862510.0,0.029265543553117567,0.57143340997572,0.95,0.997902097902098,1.331719290758511e-16
bike,gradient_boosting,12,7,lightshap,kernel,512.0,lightshap / kernel,1.7889,862510.0,0.029265543553117567,0.57143340997572,0.95,0.997902097902098,1.331719290758511e-16
bike,gradient_boosting,12,7,lightshap,kernel,2048.0,lightshap / kernel,1.8035,862510.0,0.029265543553117567,0.57143340997572,0.95,0.997902097902098,1.331719290758511e-16
bike,gradient_boosting,12,7,lightshap,permutation,128.0,lightshap / permutation,1.7614,718910.0,0.022346319601207622,0.4361874046253282,1.0,0.9986013986013986,1.8485058812021127e-16
bike,gradient_boosting,12,7,lightshap,permutation,512.0,lightshap / permutation,1.6861,718910.0,0.022346319601207622,0.4361874046253282,1.0,0.9986013986013986,1.8485058812021127e-16
bike,gradient_boosting,12,7,lightshap,permutation,2048.0,lightshap / permutation,1.6873,718910.0,0.022346319601207622,0.4361874046253282,1.0,0.9986013986013986,1.8485058812021127e-16
bike,gradient_boosting,12,7,dalex,permutation,128.0,dalex / permutation,2.4006,144111.0,0.1765435004776281,3.352734616975154,0.9833333333333333,0.9811188811188813,4.074663501574549e-16
bike,gradient_boosting,12,7,dalex,permutation,512.0,dalex / permutation,9.2101,560111.0,0.05332076990943224,1.0415560840319613,1.0,0.9958041958041959,4.352933204121103e-16
bike,gradient_boosting,12,7,dalex,permutation,2048.0,dalex / permutation,36.4411,2224111.0,0.04059400347453983,0.7936176007663662,1.0,0.997902097902098,3.120595949986361e-16
diabetes_130,random_forest,12,7,shap,kernel,128.0,shap / kernel,0.42,128110.0,0.23786015056221785,0.0029613893151475943,0.99,0.9397562572758915,3.415236843329339e-16
diabetes_130,random_forest,12,7,shap,kernel,512.0,shap / kernel,1.1394,512110.0,0.12470240170915156,0.0015333940332568927,1.0,0.9646249469019029,2.981555974335137e-16
diabetes_130,random_forest,12,7,shap,kernel,2048.0,shap / kernel,4.1037,2048110.0,0.058992929125219855,0.0007193147101295302,1.0,0.9877423203570684,1.463672932855431e-16
diabetes_130,random_forest,12,7,shap,permutation,128.0,shap / permutation,0.6642,110660.0,0.12467282307042175,0.0015441190476190435,0.95,0.9797202797202799,2.488243985854233e-15
diabetes_130,random_forest,12,7,shap,permutation,512.0,shap / permutation,2.359,409748.0,0.06117783163284322,0.0007562876984126956,1.0,0.990909090909091,2.574980159653073e-15
diabetes_130,random_forest,12,7,shap,permutation,2048.0,shap / permutation,9.3028,1625304.0,0.02851103025512369,0.00035399147560258233,1.0,0.9965034965034965,2.9652929417478546e-15
diabetes_130,random_forest,12,7,shapiq,kernel,128.0,shapiq / kernel,6.7683,128101.0,0.46597756429806936,0.006254033364633396,0.85,0.781818181818182,3.1171817780001685e-08
diabetes_130,random_forest,12,7,shapiq,kernel,512.0,shapiq / kernel,7.8385,512101.0,0.24206482800626267,0.0030375406740389705,0.9,0.9125874125874128,3.3164045256739785e-08
diabetes_130,random_forest,12,7,shapiq,kernel,2048.0,shapiq / kernel,12.0642,2048101.0,0.07038465421937591,0.0008724256622244377,0.9666666666666667,0.976923076923077,3.36176773322195e-08
diabetes_130,random_forest,12,7,shapiq,permutation,128.0,shapiq / permutation,31.6379,123101.0,0.27160037003476406,0.0034469190716690697,0.9416666666666667,0.9370629370629372,5.692061405548898e-16
diabetes_130,random_forest,12,7,shapiq,permutation,512.0,shapiq / permutation,76.5052,508101.0,0.14314711602422445,0.0017675676903611633,0.9416666666666667,0.9622377622377624,5.366800753803247e-16
diabetes_130,random_forest,12,7,shapiq,permutation,2048.0,shapiq / permutation,257.0452,2048101.0,0.07204238337454066,0.0008928516598395597,0.9916666666666667,0.9825174825174825,7.535205098774256e-16
diabetes_130,random_forest,12,7,lightshap,kernel,128.0,lightshap / kernel,13.0197,2208910.0,0.032530202942436796,0.00040259724344860885,1.0,0.9958041958041959,3.84891771232354e-16
diabetes_130,random_forest,12,7,lightshap,kernel,512.0,lightshap / kernel,14.7444,2505910.0,0.030920090320225763,0.00038252702782025865,1.0,0.9958041958041959,3.63207727782644e-16
